Test_Label,NR_val,AIIC_recieve_corr,AIIC_Normalized_recieve,AIIC_contour_val,AIIC_contour_result,room_vol,sabines
1.3.1,,"[50.3, 53.2, 46.4, 45.5, 47.4, 48.5, 41.1, 36.2, 30.7, 27.5, 23.3, 22.8, 20.6, 18.7, 13.5, 11.0]","[47.9, 53.2, 46.5, 44.7, 47.9, 47.9, 37.6, 34.4, 28.4, 24.9, 21.2, 20.9, 18.3, 15.9, 10.6, 8.2]",67,"[4.0, 9.0, 2.0, 1.0, 4.0, 4.0, -5.0, -8.0, -13.0, -15.0, -18.0, -15.0, -15.0, -14.0, -16.0, -16.0]",1413.0,"[62.0, 109.0, 110.0, 90.0, 121.0, 93.0, 48.0, 71.0, 64.0, 60.0, 66.0, 69.0, 64.0, 57.0, 55.0, 57.0]"
