Test_Label,NR_val,NIC_contour_val,NIC_final_val,NIC_recieve_corr,sabines,room_vol
1.2.1,"[17.6, 15.5, 18.4, 24.4, 30.0, 32.1, 36.1, 37.2, 40.5, 44.6, 49.3, 53.4, 53.2, 54.3, 60.3, 64.4, 67.3]",36,39,"[78.2, 79.5, 73.0, 65.6, 61.6, 57.6, 52.7, 47.5, 42.0, 39.91962348805436, 33.662222443755745, 30.4, 28.2, 25.5, 22.1, 19.6, 17.7]","[212.40504939626783, 267.6362378976487, 313.1084142394822, 228.72458628841608, 305.6887835703002, 194.2781124497992, 189.15053763440864, 170.18557607739666, 143.86691449814128, 153.32884310618067, 169.58895705521473, 173.0778175313059, 150.35042735042737, 132.6257710760795, 127.47101449275362, 132.44421629021218, 138.90954773869348]",3949.0
