Test_Label,NR_val,ATL_val,ASTC_final_val,ASTC_contour_val,ASTC_recieve_corr,sabines,room_vol
1.3.1,"[19.9, 17.4, 25.0, 27.2, 27.6, 36.1, 38.1, 39.0, 37.5, 39.5, 40.8, 48.5, 46.5, 47.5, 53.7, 51.9, 53.8]","[21.4, 16.5, 24.1, 27.1, 26.3, 35.9, 40.7, 39.9, 38.9, 41.2, 42.1, 49.6, 47.9, 49.4, 55.8, 53.9, 55.3]",40,"[24, 27, 30, 33, 36, 39, 40, 41, 42, 43, 44, 44, 44, 44, 44, 44, 44]","[76.2, 78.6, 67.9, 61.6, 60.2, 52.3, 50.3, 45.2, 44.6, 44.7, 41.4, 34.3, 33.6, 31.1, 27.3, 30.6, 29.5]","[62, 109, 109, 90, 120, 92, 48, 71, 64, 59, 65, 68, 64, 57, 54, 56, 62]",1413.0
